class,w,h,xc,yc,area
4,0.0366,0.0399,0.797,0.1664,0.0014603399999999999
4,0.0483,0.0449,0.4551,0.9742,0.00216867
2,0.0349,0.0333,0.4651,0.8136,0.0011621700000000001
2,0.0416,0.0349,0.6364,0.5799,0.00145184
2,0.0765,0.0799,0.6988,0.4077,0.00611235
2,0.0749,0.0782,0.3636,0.5283,0.00585718
2,0.0367,0.0317,0.02,0.9008,0.00116339
2,0.0283,0.0317,0.0625,0.2808,0.0008971099999999999
2,0.04,0.0383,0.2233,0.6992,0.0015320000000000002
4,0.035,0.0433,0.1775,0.265,0.0015155000000000001
4,0.04,0.0417,0.4517,0.1808,0.001668
4,0.0383,0.035,0.1308,0.4342,0.0013405000000000001
1,0.0633,0.0433,0.725,0.49,0.0027408899999999997
3,0.0449,0.0616,0.8727,0.1922,0.0027658400000000003
3,0.0399,0.0982,0.7587,0.0757,0.003918179999999999
3,0.0399,0.0483,0.2629,0.9626,0.00192717
4,0.0366,0.0433,0.812,0.8785,0.00158478
4,0.0266,0.025,0.5125,0.6231,0.000665
4,0.0316,0.03,0.698,0.4809,0.0009480000000000001
2,0.07,0.0733,0.455,0.085,0.005131000000000001
2,0.0733,0.1,0.61,0.1733,0.007330000000000001
1,0.03,0.05,0.4167,0.6117,0.0015
4,0.0366,0.025,0.7554,0.9759,0.000915
4,0.0349,0.0333,0.2837,0.6057,0.0011621700000000001
4,0.0283,0.0316,0.5799,0.5566,0.00089428
0,0.0483,0.05,0.5392,0.7,0.0024150000000000005
0,0.0582,0.0333,0.5649,0.1631,0.0019380600000000003
3,0.0567,0.055,0.8833,0.1808,0.0031185
0,0.0333,0.0533,0.8433,0.2067,0.00177489
0,0.035,0.05,0.6225,0.7167,0.0017500000000000003
1,0.0333,0.065,0.7883,0.6275,0.0021645
1,0.0333,0.0467,0.2817,0.97,0.0015551100000000002
4,0.0383,0.0483,0.5832,0.7879,0.00184989
4,0.0316,0.0566,0.47,0.7371,0.00178856
4,0.0416,0.0283,0.3386,0.5765,0.00117728
4,0.0349,0.0349,0.0923,0.8993,0.00121801
4,0.0233,0.025,0.42,0.0375,0.0005825
4,0.02,0.0217,0.3367,0.1508,0.00043400000000000003
4,0.0467,0.08,0.32,0.1217,0.0037359999999999997
4,0.0683,0.0567,0.6358,0.2617,0.00387261
1,0.0366,0.0749,0.2363,0.525,0.0027413399999999997
1,0.0566,0.03,0.6023,0.0682,0.0016979999999999999
5,0.0532,0.1098,0.1714,0.9418,0.0058413599999999994
3,0.1298,0.0982,0.3195,0.1156,0.01274636
3,0.1215,0.1048,0.2521,0.6098,0.0127332
4,0.0267,0.025,0.4317,0.1608,0.0006675000000000001
2,0.0599,0.0715,0.7188,0.129,0.0042828499999999995
2,0.0832,0.0632,0.0632,0.3411,0.00525824
4,0.05,0.0383,0.595,0.2308,0.001915
4,0.04,0.0333,0.8167,0.0783,0.001332
4,0.0383,0.0517,0.2792,0.0675,0.00198011
3,0.0666,0.0599,0.5557,0.2529,0.003989340000000001
3,0.0699,0.0699,0.5491,0.6589,0.0048860100000000005
3,0.0549,0.0283,0.7097,0.0158,0.0015536699999999998
5,0.0316,0.0965,0.3386,0.8037,0.0030494000000000003
0,0.0483,0.0599,0.2354,0.3744,0.0028931700000000005
5,0.1033,0.05,0.9467,0.165,0.005165
3,0.0717,0.07,0.2692,0.9633,0.005019000000000001
2,0.0466,0.0349,0.3411,0.5899,0.0016263400000000002
2,0.0399,0.0349,0.3577,0.1972,0.00139251
2,0.0433,0.0433,0.3145,0.9151,0.00187489
3,0.0516,0.0616,0.297,0.6115,0.00317856
3,0.0499,0.0566,0.6972,0.5957,0.00282434
0,0.0449,0.0699,0.1705,0.2296,0.00313851
0,0.0732,0.0449,0.579,0.5266,0.00328668
0,0.0699,0.0599,0.5574,0.0682,0.0041870100000000006
5,0.0783,0.0367,0.0642,0.8033,0.00287361
5,0.0767,0.03,0.385,0.29,0.002301
0,0.0582,0.0349,0.49,0.9576,0.00203118
0,0.0333,0.0582,0.3594,0.5782,0.0019380600000000003
1,0.045,0.0517,0.5742,0.0642,0.0023265
1,0.0617,0.035,0.6058,0.5425,0.0021595
2,0.0383,0.035,0.5675,0.6275,0.0013405000000000001
0,0.0333,0.05,0.1117,0.47,0.0016650000000000002
1,0.0367,0.0367,0.68,0.8433,0.0013468900000000003
2,0.05,0.065,0.6667,0.6642,0.0032500000000000003
2,0.0983,0.1,0.1375,0.7033,0.00983
3,0.0616,0.0366,0.8527,0.7171,0.00225456
3,0.0383,0.0366,0.9276,0.1647,0.00140178
4,0.03,0.0317,0.5133,0.6592,0.0009509999999999999
1,0.0467,0.0783,0.025,0.3492,0.00365661
2,0.0683,0.065,0.7542,0.9658,0.0044395
2,0.0433,0.0366,0.797,0.4742,0.00158478
2,0.065,0.0667,0.0342,0.0883,0.0043355
4,0.05,0.05,0.3417,0.8717,0.0025000000000000005
4,0.0517,0.035,0.3125,0.5175,0.0018095000000000003
4,0.0433,0.05,0.11,0.19,0.002165
1,0.0567,0.04,0.5417,0.7533,0.002268
1,0.0333,0.0467,0.815,0.6367,0.0015551100000000002
5,0.0317,0.0667,0.3725,0.56,0.00211439
5,0.075,0.0683,0.7242,0.1725,0.0051224999999999994
2,0.0467,0.035,0.91,0.1875,0.0016345
2,0.0467,0.035,0.975,0.4992,0.0016345
5,0.0499,0.0732,0.2013,0.6672,0.00365268
1,0.0516,0.1115,0.7546,0.6747,0.0057534000000000005
1,0.0549,0.0998,0.3386,0.1032,0.005479019999999999
1,0.0682,0.0466,0.5316,0.5441,0.00317812
1,0.0832,0.0516,0.5857,0.8078,0.00429312
4,0.0717,0.0667,0.6825,0.8033,0.00478239
4,0.0483,0.0467,0.3758,0.5733,0.00225561
1,0.0633,0.025,0.2267,0.6558,0.0015825
1,0.0583,0.0317,0.6308,0.1925,0.0018481099999999998
0,0.0317,0.0333,0.7842,0.0183,0.00105561
5,0.0567,0.0633,0.07,0.1467,0.00358911
5,0.04,0.0367,0.1067,0.98,0.0014680000000000001
3,0.1115,0.1015,0.9043,0.0524,0.011317250000000001
3,0.0915,0.1414,0.5765,0.3735,0.0129381
3,0.1248,0.0849,0.2421,0.713,0.01059552
3,0.1331,0.1165,0.5092,0.0599,0.01550615
0,0.075,0.0567,0.4225,0.7617,0.0042525
4,0.0333,0.04,0.53,0.05,0.001332
4,0.0383,0.0383,0.3475,0.8675,0.00146689
4,0.0467,0.04,0.4583,0.74,0.0018679999999999999
5,0.0649,0.0532,0.5965,0.1281,0.0034526799999999996
4,0.0267,0.0283,0.385,0.5825,0.00075561
4,0.035,0.04,0.4992,0.4567,0.0014000000000000002
4,0.0367,0.05,0.88,0.2567,0.0018350000000000003
4,0.0317,0.04,0.5292,0.9,0.001268
2,0.0417,0.0417,0.6692,0.3408,0.00173889
1,0.0532,0.0399,0.7654,0.2762,0.0021226799999999996
1,0.0582,0.0333,0.49,0.7105,0.0019380600000000003
1,0.0532,0.0349,0.4326,0.2288,0.0018566799999999999
0,0.05,0.04,0.7917,0.7183,0.002
1,0.0733,0.03,0.5417,0.1583,0.002199
1,0.0683,0.0267,0.4808,0.5483,0.00182361
4,0.0366,0.0266,0.0899,0.015,0.0009735599999999999
4,0.0333,0.0316,0.8519,0.5815,0.0010522800000000003
4,0.0283,0.0283,0.8627,0.1639,0.00080089
4,0.0283,0.025,0.7812,0.129,0.0007075
1,0.0483,0.0733,0.4725,0.5433,0.0035403900000000005
1,0.0467,0.06,0.325,0.2167,0.002802
5,0.0266,0.0416,0.2363,0.4251,0.00110656
5,0.0499,0.03,0.3661,0.7887,0.0014969999999999998
0,0.035,0.035,0.3592,0.2958,0.0012250000000000002
5,0.0733,0.025,0.5567,0.2042,0.0018325000000000001
1,0.0417,0.0683,0.2392,0.4075,0.00284811
1,0.0567,0.065,0.1917,0.0408,0.0036855
1,0.0483,0.05,0.4575,0.4367,0.0024150000000000005
1,0.0417,0.08,0.6608,0.8283,0.003336
4,0.045,0.045,0.2358,0.5242,0.002025
4,0.045,0.0467,0.1792,0.3683,0.0021015
4,0.0417,0.0333,0.5092,0.7633,0.0013886100000000002
4,0.0367,0.05,0.5417,0.2033,0.0018350000000000003
4,0.0383,0.0317,0.6992,0.5225,0.00121411
4,0.0567,0.0467,0.905,0.4533,0.00264789
4,0.035,0.0433,0.1758,0.3017,0.0015155000000000001
5,0.0815,0.0449,0.9559,0.6165,0.0036593500000000004
2,0.0467,0.0417,0.21,0.5892,0.00194739
2,0.04,0.0433,0.1783,0.905,0.001732
2,0.0467,0.045,0.3933,0.7225,0.0021015
2,0.0417,0.0383,0.7458,0.7625,0.0015971100000000001
3,0.0767,0.0833,0.84,0.86,0.00638911
3,0.0667,0.075,0.6583,0.8342,0.005002499999999999
1,0.0532,0.0666,0.3977,0.4725,0.0035431200000000003
1,0.0449,0.0566,0.723,0.574,0.00254134
1,0.0333,0.065,0.255,0.9608,0.0021645
2,0.0632,0.0516,0.3111,0.9709,0.00326112
2,0.0749,0.0699,0.0691,0.7687,0.00523551
2,0.0317,0.0367,0.9258,0.7583,0.00116339
0,0.05,0.055,0.085,0.2142,0.0027500000000000003
0,0.055,0.05,0.2292,0.5267,0.0027500000000000003
0,0.0433,0.0733,0.515,0.4633,0.00317389
0,0.04,0.0583,0.94,0.0308,0.002332
0,0.0417,0.0383,0.3975,0.7475,0.0015971100000000001
0,0.0317,0.0483,0.2092,0.0258,0.00153111
0,0.0517,0.0383,0.1225,0.4208,0.00198011
0,0.045,0.0317,0.4608,0.6375,0.0014264999999999998
1,0.0267,0.07,0.8017,0.6733,0.0018690000000000002
1,0.0567,0.02,0.8367,0.895,0.001134
1,0.035,0.0717,0.9808,0.1858,0.0025095000000000004
2,0.0633,0.0667,0.1483,0.53,0.004222109999999999
1,0.0349,0.0599,0.8411,0.3245,0.0020905100000000003
1,0.03,0.0815,0.2263,0.0774,0.002445
1,0.0549,0.0333,0.8328,0.5607,0.00182817
1,0.0467,0.0617,0.28,0.2642,0.0028813899999999997
1,0.0317,0.0817,0.4158,0.1858,0.0025898899999999996
1,0.0767,0.0367,0.0883,0.5267,0.0028148900000000004
1,0.04,0.0583,0.7417,0.3992,0.002332
1,0.0467,0.0683,0.15,0.4042,0.00318961
1,0.04,0.0717,0.4167,0.7142,0.002868
1,0.0833,0.0417,0.8483,0.6792,0.0034736100000000002
1,0.0467,0.035,0.2783,0.5808,0.0016345
1,0.0533,0.0417,0.3133,0.8058,0.00222261
5,0.115,0.0383,0.2642,0.7692,0.0044045
1,0.0717,0.0283,0.7658,0.8942,0.0020291099999999998
1,0.065,0.0233,0.3175,0.3333,0.0015145000000000002
5,0.0599,0.0383,0.7072,0.6897,0.0022941700000000003
5,0.0699,0.0316,0.4859,0.8444,0.0022088400000000005
5,0.03,0.0516,0.1764,0.9326,0.001548
5,0.0517,0.0767,0.5542,0.3633,0.00396539
5,0.0583,0.0233,0.6325,0.0383,0.0013583900000000001
4,0.035,0.0317,0.1592,0.8675,0.0011095
3,0.0349,0.0433,0.1156,0.3461,0.00151117
1,0.0383,0.075,0.5342,0.7342,0.0028725
1,0.0333,0.08,0.7317,0.75,0.002664
1,0.0433,0.0817,0.3367,0.4042,0.0035376099999999996
2,0.0417,0.0517,0.4608,0.1208,0.00215589
5,0.0266,0.0815,0.6755,0.8844,0.0021679
5,0.025,0.0516,0.3852,0.8228,0.0012900000000000001
5,0.0699,0.0233,0.3211,0.5208,0.0016286700000000002
5,0.025,0.0416,0.1689,0.7795,0.00104
5,0.0617,0.0383,0.0725,0.8542,0.00236311
5,0.0667,0.0433,0.1117,0.2367,0.0028881099999999997
5,0.0683,0.0367,0.2808,0.5817,0.0025066100000000003
5,0.0417,0.0867,0.7475,0.8167,0.00361539
1,0.0517,0.0933,0.8608,0.6783,0.00482361
1,0.035,0.0583,0.4442,0.8775,0.0020405
2,0.0383,0.0333,0.7592,0.075,0.0012753900000000002
0,0.0367,0.03,0.9467,0.445,0.001101
0,0.035,0.04,0.3525,0.3667,0.0014000000000000002
2,0.0433,0.0449,0.2479,0.8611,0.00194417
2,0.0532,0.0483,0.2729,0.1972,0.00256956
3,0.055,0.055,0.9675,0.3642,0.003025
3,0.0483,0.0667,0.4892,0.7517,0.0032216099999999998
1,0.0333,0.0699,0.812,0.614,0.0023276700000000004
1,0.0316,0.0649,0.0957,0.3636,0.0020508400000000004
1,0.03,0.0932,0.223,0.609,0.002796
4,0.0483,0.0367,0.5675,0.31,0.0017726100000000002
4,0.0433,0.03,0.8,0.49,0.0012989999999999998
4,0.0467,0.035,0.7433,0.3458,0.0016345
3,0.0732,0.0732,0.2047,0.9401,0.00535824
3,0.0765,0.0732,0.4459,0.5624,0.0055998
5,0.0417,0.0833,0.2325,0.0483,0.0034736100000000002
5,0.0417,0.0833,0.9758,0.1,0.0034736100000000002
4,0.0467,0.03,0.75,0.3967,0.001401
2,0.0383,0.0367,0.8308,0.5167,0.00140561
2,0.0417,0.0467,0.3942,0.8367,0.00194739
4,0.0367,0.04,0.3017,0.9533,0.0014680000000000001
4,0.06,0.0467,0.7483,0.55,0.002802
2,0.0433,0.0433,0.34,0.3317,0.00187489
3,0.055,0.0617,0.9058,0.7142,0.0033935
3,0.075,0.0517,0.4942,0.7175,0.0038775
3,0.0583,0.08,0.9692,0.92,0.004664
3,0.08,0.065,0.1917,0.9175,0.005200000000000001
3,0.0783,0.0533,0.0408,0.7333,0.00417339
2,0.0433,0.0483,0.545,0.0575,0.00209139
2,0.0367,0.0383,0.85,0.3992,0.00140561
2,0.0383,0.0333,0.8508,0.1083,0.0012753900000000002
5,0.0349,0.0749,0.1439,0.4667,0.00261401
1,0.0549,0.0433,0.0524,0.2529,0.0023771699999999996
3,0.0483,0.0649,0.708,0.6398,0.00313467
3,0.0782,0.0632,0.673,0.8785,0.0049422400000000005
3,0.0516,0.0732,0.5233,0.416,0.00377712
3,0.0917,0.0933,0.8125,0.3233,0.00855561
3,0.0649,0.0499,0.2671,0.7687,0.00323851
5,0.0765,0.0416,0.1215,0.9077,0.0031823999999999997
2,0.0817,0.0667,0.9308,0.1683,0.005449389999999999
0,0.0349,0.0366,0.1805,0.787,0.00127734
0,0.0333,0.0316,0.6855,0.4834,0.0010522800000000003
4,0.0349,0.0532,0.1023,0.2479,0.0018566799999999999
5,0.0483,0.0732,0.1489,0.0732,0.00353556
0,0.065,0.0167,0.7558,0.5583,0.0010855
4,0.035,0.0267,0.7225,0.165,0.0009345000000000001
0,0.0517,0.0467,0.5658,0.38,0.00241439
0,0.0333,0.0267,0.8833,0.275,0.0008891100000000001
4,0.04,0.0317,0.365,0.4758,0.001268
3,0.0733,0.0733,0.795,0.06,0.005372890000000001
3,0.0767,0.0733,0.5517,0.4383,0.0056221100000000005
1,0.0517,0.0733,0.6458,0.78,0.0037896100000000005
1,0.0667,0.1,0.28,0.6967,0.00667
1,0.0733,0.0367,0.2667,0.535,0.0026901100000000003
1,0.0783,0.0317,0.2508,0.7325,0.0024821099999999996
1,0.08,0.0417,0.5967,0.3375,0.003336
3,0.055,0.0383,0.6275,0.5558,0.0021065
3,0.0533,0.0317,0.8283,0.4375,0.00168961
0,0.0383,0.0549,0.7862,0.9576,0.00210267
0,0.0483,0.0699,0.1938,0.8519,0.0033761700000000004
0,0.0649,0.0449,0.5932,0.4018,0.0029140100000000003
0,0.0566,0.0582,0.411,0.5183,0.0032941199999999998
1,0.0433,0.0617,0.2733,0.2792,0.0026716099999999996
0,0.035,0.0583,0.4725,0.1208,0.0020405
1,0.035,0.07,0.8525,0.3867,0.0024500000000000004
4,0.045,0.04,0.7925,0.1033,0.0018
5,0.0683,0.04,0.5592,0.765,0.002732
5,0.0733,0.0267,0.48,0.18,0.00195711
5,0.0183,0.06,0.4358,0.2617,0.001098
4,0.0399,0.025,0.8569,0.2371,0.0009975
5,0.0917,0.0417,0.6725,0.4108,0.0038238900000000004
2,0.0333,0.0367,0.5733,0.8567,0.0012221100000000002
2,0.03,0.04,0.765,0.685,0.0012
2,0.0367,0.0383,0.9667,0.8908,0.00140561
4,0.0316,0.0366,0.1755,0.8586,0.00115656
5,0.0917,0.0417,0.4758,0.4775,0.0038238900000000004
5,0.0417,0.05,0.0758,0.0267,0.002085
5,0.0383,0.0566,0.0208,0.4626,0.00216778
1,0.0583,0.0833,0.4608,0.795,0.0048563899999999995
1,0.0567,0.0683,0.1333,0.5392,0.00387261
1,0.0566,0.03,0.7521,0.3145,0.0016979999999999999
1,0.0566,0.0316,0.376,0.8661,0.00178856
1,0.0732,0.0316,0.421,0.9459,0.00231312
1,0.0549,0.0366,0.9676,0.3295,0.00200934
1,0.0483,0.03,0.4484,0.2646,0.001449
3,0.0666,0.0682,0.8053,0.4201,0.00454212
1,0.0567,0.0683,0.2383,0.3975,0.00387261
1,0.0667,0.065,0.465,0.4492,0.0043355
1,0.0417,0.0867,0.4792,0.7983,0.00361539
2,0.0449,0.0782,0.9742,0.4018,0.0035111800000000005
2,0.0666,0.0582,0.5225,0.3453,0.0038761200000000007
4,0.0483,0.02,0.7842,0.8767,0.0009660000000000001
4,0.07,0.0133,0.5783,0.49,0.0009310000000000001
4,0.015,0.0467,0.3408,0.4567,0.0007005
2,0.0449,0.0566,0.2671,0.6439,0.00254134
2,0.0466,0.0466,0.4942,0.0516,0.0021715600000000003
2,0.0449,0.0449,0.8111,0.3769,0.0020160100000000004
1,0.0333,0.0783,0.4133,0.3775,0.0026073900000000002
2,0.0467,0.0417,0.4117,0.2108,0.00194739
2,0.0367,0.0333,0.07,0.5167,0.0012221100000000002
2,0.0317,0.0367,0.3608,0.5167,0.00116339
2,0.0367,0.0233,0.695,0.9867,0.0008551100000000002
3,0.0683,0.0667,0.8042,0.23,0.00455561
3,0.0582,0.0666,0.9359,0.2213,0.0038761200000000007
3,0.0667,0.065,0.3867,0.3642,0.0043355
3,0.0383,0.0599,0.7396,0.2346,0.0022941700000000003
3,0.0433,0.0549,0.5125,0.5932,0.0023771699999999996
3,0.0499,0.0349,0.2596,0.2121,0.00174151
3,0.03,0.0417,0.3767,0.4025,0.001251
3,0.0533,0.035,0.935,0.2058,0.0018655000000000002
3,0.0333,0.045,0.76,0.7342,0.0014985
2,0.0633,0.0583,0.2033,0.5442,0.0036903899999999996
2,0.065,0.0617,0.9658,0.6692,0.0040105
5,0.0666,0.03,0.7088,0.6273,0.001998
5,0.0566,0.03,0.3145,0.8652,0.0016979999999999999
4,0.0367,0.0417,0.07,0.2275,0.0015303900000000002
4,0.03,0.0367,0.31,0.2983,0.001101
4,0.0333,0.025,0.755,0.7708,0.0008325000000000001
0,0.0367,0.035,0.82,0.7758,0.0012845000000000003
0,0.035,0.03,0.6375,0.2233,0.0010500000000000002
0,0.0433,0.045,0.7067,0.2992,0.0019485
2,0.07,0.06,0.7033,0.075,0.004200000000000001
2,0.0433,0.0733,0.0233,0.5933,0.00317389
2,0.0617,0.0717,0.2542,0.5975,0.00442389
2,0.07,0.075,0.495,0.9608,0.00525
2,0.0467,0.0467,0.1867,0.625,0.00218089
2,0.0483,0.0467,0.5092,0.5183,0.00225561
2,0.0583,0.0533,0.0308,0.4483,0.00310739
2,0.055,0.0517,0.4392,0.5225,0.0028435
0,0.0616,0.0616,0.673,0.0324,0.00379456
0,0.0599,0.0799,0.2729,0.1797,0.00478601
5,0.0467,0.0267,0.7117,0.8383,0.00124689
5,0.0566,0.0316,0.6972,0.5566,0.00178856
5,0.0532,0.02,0.4509,0.9018,0.001064
5,0.0316,0.0649,0.1556,0.505,0.0020508400000000004
4,0.0366,0.02,0.609,0.9867,0.000732
4,0.03,0.0383,0.1165,0.4834,0.001149
1,0.0567,0.03,0.0617,0.3617,0.001701
1,0.0467,0.0333,0.55,0.8933,0.0015551100000000002
1,0.07,0.0367,0.7467,0.7617,0.0025690000000000005
1,0.0416,0.0666,0.2221,0.3195,0.00277056
2,0.0782,0.0699,0.6697,0.3511,0.005466180000000001
2,0.0599,0.0616,0.6423,0.0973,0.0036898400000000002
2,0.0715,0.0666,0.4002,0.4376,0.0047619
5,0.03,0.095,0.4333,0.1992,0.00285
1,0.0433,0.0383,0.3561,0.1456,0.00165839
1,0.0366,0.0383,0.5075,0.5799,0.00140178
1,0.0416,0.0499,0.6747,0.1314,0.00207584
5,0.09,0.0583,0.3967,0.2642,0.005247
0,0.0367,0.05,0.02,0.41,0.0018350000000000003
0,0.055,0.0267,0.2375,0.805,0.0014685000000000002
0,0.045,0.0317,0.6408,0.8358,0.0014264999999999998
2,0.0467,0.0433,0.6317,0.4267,0.0020221099999999997
5,0.0366,0.0399,0.3644,0.9384,0.0014603399999999999
1,0.0283,0.0567,0.1842,0.3983,0.00160461
1,0.0517,0.035,0.1925,0.6708,0.0018095000000000003
1,0.04,0.045,0.84,0.7192,0.0018
2,0.0533,0.0617,0.5333,0.5092,0.00328861
5,0.095,0.035,0.5658,0.2058,0.0033250000000000003
5,0.1033,0.035,0.6817,0.2075,0.0036155000000000007
5,0.105,0.0517,0.5125,0.0475,0.0054285
5,0.0367,0.12,0.98,0.1683,0.004404
3,0.0849,0.0865,0.7413,0.6905,0.00734385
3,0.0749,0.0815,0.495,0.8943,0.00610435
3,0.0715,0.0715,0.5782,0.4285,0.005112249999999999
3,0.0599,0.0732,0.5441,0.198,0.00438468
0,0.045,0.0283,0.5392,0.5775,0.0012735
1,0.0466,0.0815,0.1963,0.0774,0.0037979000000000003
1,0.0449,0.0832,0.1622,0.2113,0.00373568
5,0.0366,0.0915,0.8802,0.277,0.0033489
5,0.0649,0.0349,0.6531,0.7163,0.00226501
5,0.0466,0.0449,0.6672,0.3236,0.0020923400000000003
5,0.0732,0.0433,0.1115,0.7171,0.00316956
5,0.0516,0.0616,0.0541,0.52,0.00317856
0,0.0466,0.0433,0.7105,0.1015,0.00201778
0,0.045,0.06,0.3192,0.48,0.0026999999999999997
2,0.0467,0.035,0.2417,0.1875,0.0016345
2,0.05,0.035,0.3083,0.4992,0.0017500000000000003
1,0.08,0.0433,0.875,0.455,0.003464
1,0.065,0.0267,0.9125,0.1417,0.0017355
3,0.0333,0.05,0.1417,0.5683,0.0016650000000000002
1,0.045,0.0817,0.7875,0.6925,0.0036764999999999996
1,0.0283,0.0667,0.4742,0.655,0.0018876099999999999
5,0.0349,0.0566,0.4884,0.5724,0.00197534
2,0.0483,0.0549,0.8261,0.683,0.00265167
2,0.0416,0.0449,0.6997,0.9077,0.00186784
2,0.0532,0.0516,0.5341,0.5366,0.0027451199999999998
5,0.0383,0.08,0.9692,0.2517,0.0030640000000000003
5,0.085,0.035,0.7325,0.3658,0.0029750000000000006
2,0.045,0.0417,0.2042,0.2675,0.0018765
2,0.05,0.05,0.87,0.9017,0.0025000000000000005
2,0.0483,0.0533,0.2592,0.81,0.00257439
1,0.035,0.06,0.4908,0.145,0.0021000000000000003
1,0.0783,0.0417,0.6808,0.4925,0.00326511
3,0.035,0.0367,0.3275,0.3667,0.0012845000000000003
1,0.0566,0.0649,0.4725,0.2005,0.0036733399999999998
5,0.0267,0.065,0.9833,0.3208,0.0017355
4,0.0333,0.0399,0.2745,0.2646,0.0013286700000000001
2,0.03,0.0349,0.0166,0.0574,0.001047
3,0.0483,0.0583,0.9742,0.4025,0.00281589
3,0.0433,0.0417,0.955,0.3325,0.00180561
3,0.0399,0.0399,0.8103,0.391,0.0015920099999999998
3,0.0516,0.0566,0.485,0.7371,0.00292056
5,0.07,0.0433,0.0733,0.2567,0.0030310000000000003
5,0.0533,0.0617,0.4383,0.6342,0.00328861
5,0.0733,0.0383,0.725,0.7858,0.0028073900000000003
5,0.0833,0.035,0.65,0.5642,0.0029155
5,0.0683,0.03,0.2658,0.5683,0.002049
5,0.0733,0.035,0.4917,0.9592,0.0025655000000000005
4,0.0283,0.0383,0.0425,0.3825,0.00108389
4,0.0333,0.0367,0.2283,0.6467,0.0012221100000000002
4,0.0233,0.0283,0.3217,0.2475,0.00065939
4,0.03,0.0317,0.5367,0.5542,0.0009509999999999999
4,0.03,0.0267,0.0517,0.55,0.0008010000000000001
4,0.0233,0.0317,0.8817,0.1458,0.00073861
5,0.0865,0.0399,0.4043,0.5258,0.0034513499999999997
5,0.0882,0.0266,0.718,0.9834,0.0023461199999999997
3,0.0617,0.0267,0.3192,0.015,0.00164739
4,0.04,0.025,0.8067,0.7642,0.001
3,0.0449,0.0582,0.0507,0.3935,0.00261318
3,0.0416,0.0516,0.2354,0.3087,0.00214656
3,0.0483,0.0715,0.5865,0.1855,0.00345345
0,0.0433,0.04,0.18,0.505,0.001732
0,0.05,0.0417,0.6383,0.1392,0.002085
2,0.0682,0.1048,0.9626,0.5399,0.00714736
2,0.0632,0.0782,0.7354,0.7895,0.0049422400000000005
1,0.0782,0.0682,0.4867,0.1273,0.00533324
1,0.0666,0.0516,0.1764,0.4401,0.0034365600000000004
5,0.0767,0.0417,0.8783,0.0925,0.00319839
0,0.03,0.0833,0.565,0.5567,0.002499
0,0.02,0.0567,0.3367,0.9633,0.001134
0,0.0367,0.0183,0.02,0.7908,0.0006716100000000001
0,0.0233,0.0467,0.0567,0.5467,0.00108811
3,0.055,0.0583,0.1808,0.8208,0.0032064999999999997
4,0.0267,0.0333,0.675,0.165,0.0008891100000000001
4,0.025,0.02,0.9475,0.2567,0.0005
0,0.0417,0.0417,0.6492,0.9558,0.00173889
0,0.0467,0.0317,0.0683,0.4758,0.0014803899999999998
3,0.0815,0.0932,0.3702,0.2529,0.007595800000000001
2,0.0383,0.035,0.3875,0.1842,0.0013405000000000001
2,0.045,0.0367,0.2492,0.4867,0.0016515000000000002
2,0.0417,0.0417,0.6508,0.3358,0.00173889
3,0.0516,0.0566,0.5133,0.0765,0.00292056
3,0.0449,0.0566,0.9742,0.4176,0.00254134
3,0.0632,0.0582,0.2729,0.4151,0.0036782400000000006
5,0.0317,0.0933,0.6442,0.43,0.00295761
5,0.035,0.085,0.8858,0.3958,0.0029750000000000006
5,0.0417,0.0783,0.5175,0.4692,0.00326511
2,0.0383,0.035,0.2342,0.2942,0.0013405000000000001
2,0.0417,0.0433,0.9775,0.665,0.00180561
2,0.0367,0.045,0.98,0.2308,0.0016515000000000002
1,0.0683,0.0283,0.8508,0.6642,0.0019328899999999998
4,0.04,0.0333,0.5917,0.0817,0.001332
5,0.05,0.0867,0.1083,0.3733,0.004335
5,0.0617,0.0667,0.8458,0.6517,0.004115389999999999
3,0.0483,0.0449,0.8644,0.312,0.00216867
3,0.0383,0.0582,0.9609,0.5166,0.00222906
0,0.0483,0.0317,0.5308,0.1125,0.00153111
2,0.0483,0.0583,0.3808,0.8242,0.00281589
2,0.0499,0.0466,0.0782,0.7937,0.00232534
3,0.07,0.0667,0.5283,0.1767,0.004669
0,0.0316,0.0466,0.9393,0.9434,0.0014725600000000001
0,0.0316,0.0499,0.6381,0.5208,0.0015768400000000001
0,0.0499,0.0283,0.4443,0.089,0.00141217
4,0.0383,0.0317,0.9508,0.5292,0.00121411
4,0.0367,0.0367,0.1333,0.3483,0.0013468900000000003
4,0.0383,0.045,0.2608,0.4592,0.0017235
0,0.0333,0.0499,0.8852,0.5308,0.00166167
2,0.0433,0.0367,0.9417,0.5417,0.0015891100000000001
2,0.0383,0.0383,0.8508,0.8508,0.00146689
0,0.0366,0.0566,0.1664,0.0899,0.00207156
0,0.0532,0.0449,0.4875,0.0241,0.00238868
0,0.035,0.04,0.2475,0.7,0.0014000000000000002
0,0.0317,0.04,0.6158,0.7083,0.001268
0,0.0417,0.0633,0.8142,0.615,0.0026396099999999997
0,0.0567,0.0483,0.505,0.8692,0.0027386100000000003
0,0.0416,0.0266,0.4684,0.4376,0.00110656
1,0.065,0.0517,0.3358,0.5442,0.0033605
1,0.0583,0.12,0.7108,0.8583,0.006996
0,0.0333,0.06,0.3033,0.1417,0.001998
